Removed Pin From Net: NetName=USB_VCC Pin=C17-1
Removed Pin From Net: NetName=USB_VCC Pin=D1-1
Removed Pin From Net: NetName=RADIO_PA1 Pin=H9-4
Removed Pin From Net: NetName=RADIO_PA0 Pin=H9-5
Removed Pin From Net: NetName=GND Pin=J1-G1
Removed Pin From Net: NetName=GND Pin=J1-G2
Removed Pin From Net: NetName=USB_VCC Pin=L8-1
Removed Pin From Net: NetName=RADIO_PD10 Pin=Q1-19
Removed Pin From Net: NetName=RADIO_PD11 Pin=Q1-20
Removed Pin From Net: NetName=USB_VCC Pin=Q2-2
Removed Pin From Net: NetName=RADIO_PD11 Pin=Q2-5
Removed Pin From Net: NetName=VOUT Pin=Q2-14
Removed Pin From Net: NetName=NetL7_1 Pin=Q2-16
Removed Pin From Net: NetName=NetC1_1 Pin=R2-1
Removed Pin From Net: NetName=USB_VCC Pin=R7-2
Removed Pin From Net: NetName=GND Pin=R8-1
Removed Pin From Net: NetName=NetQ2_12 Pin=R13-1
Removed Pin From Net: NetName=NetQ2_8 Pin=R13-2
Removed Pin From Net: NetName=GND Pin=R16-1
Removed Pin From Net: NetName=NetQ2_12 Pin=R16-2
Removed Pin From Net: NetName=RADIO_PA1 Pin=TP9-1
Removed Pin From Net: NetName=RADIO_PA0 Pin=TP10-1
Removed Member From Class: ClassName=U_RF_Antenna_Power Member=J1
Removed Member From Class: ClassName=U_RF_Antenna_Power Member=R2
Removed Member From Class: ClassName=U_Power Member=R16
Change Component Footprint: Designator=R2 Old Footprint=Resistor 0402 New Footprint=Resistor 0603
Change Component Footprint: Designator=R13 Old Footprint=Resistor 0603 New Footprint=Resistor 0402
Change Component Comment : Designator=R2 Old Comment=RES 0R 0402 New Comment=RES 8.2M 0603
Change Component Comment : Designator=R13 Old Comment=RES 2.1M 0603 New Comment=RES 0R 0402
Change Component Comment : Designator=R7 Old Comment=RES 2M 0603 New Comment=RES 4.75M 0603
Change Component Comment : Designator=R8 Old Comment=RES 8M 0603 New Comment=RES 100R 0603
Change component parameters: Designator = "R2" ("R2"); Footprint = "Resistor 0402"; UniqueID = "\TXCKCBXO\ASFCWUGP" ("\TXCKCBXO\ASFCWUGP")
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "150060GS75000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Millicandela Rating"; Value = "430mcd"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Online Catalog"; Value = "0603 Rectangle with Flat Top Chip LEDs"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Other Names"; Value = "732-4971-2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape & Reel (TR)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1=0.14, 50=0.129, 100=0.11, 500=0.095 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "WL-SMCW"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "1.60mm L x 0.80mm W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Standard Package"; Value = "4,000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "34964"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "732-4971-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Viewing Angle"; Value = "140°"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Forward (Vf) (Typ)"; Value = "3.2V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Dominant"; Value = "520nm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Peak"; Value = "515nm"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=C17-2
Added Pin To Net: NetName=GND Pin=C18-1
Added Pin To Net: NetName=RADIO_PF4 Pin=H9-4
Added Pin To Net: NetName=RADIO_PF3 Pin=H9-5
Added Pin To Net: NetName=RADIO_PB13 Pin=LED4-A
Added Pin To Net: NetName=RADIO_PD10 Pin=Q2-3
Added Pin To Net: NetName=GND Pin=Q2-5
Added Pin To Net: NetName=NetL7_1 Pin=Q2-14
Added Pin To Net: NetName=GND Pin=Q2-21
Added Pin To Net: NetName=NetQ2_12 Pin=R2-1
Added Pin To Net: NetName=NetQ2_8 Pin=R2-2
Added Pin To Net: NetName=GND Pin=R7-1
Added Pin To Net: NetName=NetQ2_12 Pin=R7-2
Added Pin To Net: NetName=GND Pin=R8-2
Added Pin To Net: NetName=USB_VCC Pin=R13-2
Added Pin To Net: NetName=RADIO_PF4 Pin=TP9-1
Added Pin To Net: NetName=RADIO_PF3 Pin=TP10-1
Added Pin To Net: NetName=GND Pin=X1-2
Added Pin To Net: NetName=GND Pin=X1-4
Change Net Name : Old Net Name=RADIO_PD10 New Net Name=VSTOR
Change Net Name : Old Net Name=RADIO_PD11 New Net Name=VBAT
Added Pin To Net: NetName=NetC17_1 Pin=C17-1
Added Pin To Net: NetName=NetC17_1 Pin=D1-1
Added Pin To Net: NetName=NetC17_1 Pin=L8-1
Added Pin To Net: NetName=NetC17_1 Pin=Q2-2
Added Pin To Net: NetName=NetC17_1 Pin=R13-1
Added Net: Name=NetC17_1
Added Pin To Net: NetName=NetLED4_C Pin=LED4-C
Added Pin To Net: NetName=NetLED4_C Pin=R8-1
Added Net: Name=NetLED4_C
Added Pin To Net: NetName=RADIO_PD10 Pin=Q1-19
Added Net: Name=RADIO_PD10
Added Pin To Net: NetName=RADIO_PD11 Pin=Q1-20
Added Net: Name=RADIO_PD11
Added Member To Class: ClassName=U_Power Member=Component LED4 GRN 0603
Added Member To Class: ClassName=U_Power Member=Component R2 RES 8.2M 0603
